0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.000333333	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.0005	0	
0.000666667	0	
0.000833333	0	
0.000833333	0	
0.000833333	0	
0.000833333	0	
0.000833333	0	
0.000833333	0	
0.001	0	
0.001	0	
0.001	0	
0.001	0	
0.001	0	
0.001	0	
0.001	0	
0.001	0	
0.00116667	0	
0.00116667	0	
0.00116667	0	
0.00116667	0	
0.00116667	5.56483e-007	
0.00116667	5.56483e-007	
0.00116667	5.56483e-007	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00116667	1.66945e-006	
0.00183333	2.22593e-006	
0.00183333	2.22593e-006	
0.00183333	2.22593e-006	
0.00183333	2.22593e-006	
0.00183333	2.78242e-006	
0.00183333	2.78242e-006	
0.00183333	2.78242e-006	
0.00183333	2.78242e-006	
0.00183333	3.3389e-006	
0.00183333	3.3389e-006	
0.00183333	3.3389e-006	
0.00183333	3.89538e-006	
0.00216667	3.89538e-006	
0.00216667	3.89538e-006	
0.00216667	3.89538e-006	
0.00216667	4.45186e-006	
0.00216667	5.00835e-006	
0.00216667	5.56483e-006	
0.00216667	5.56483e-006	
0.00216667	5.56483e-006	
0.00216667	5.56483e-006	
0.00216667	5.56483e-006	
0.00216667	5.56483e-006	
0.00283333	5.56483e-006	
0.00283333	5.56483e-006	
0.00283333	5.56483e-006	
0.00283333	5.56483e-006	
0.00283333	5.56483e-006	
0.00316667	5.56483e-006	
0.00316667	6.12131e-006	
0.0035	6.12131e-006	
0.0035	6.12131e-006	
0.0035	6.6778e-006	
0.0035	6.6778e-006	
0.0035	6.6778e-006	
0.0035	6.6778e-006	
0.0035	7.79076e-006	
0.0035	7.79076e-006	
0.0035	8.90373e-006	
0.0035	8.90373e-006	
0.0035	1.00167e-005	
0.0035	1.00167e-005	
0.0035	1.00167e-005	
0.0035	1.00167e-005	
0.00366667	1.00167e-005	
0.00366667	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.004	1.00167e-005	
0.0045	1.00167e-005	
0.00483333	1.00167e-005	
0.0055	1.00167e-005	
0.0065	1.00167e-005	
0.00666667	1.00167e-005	
